,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset,target
1809,18.0,31.0,64.0,30.36,30.03,25.0,2.2,0.0,8.6,34.0,18.0,70.0,8.0,0.0,1.0,0.0,60.0,7.0,718.0,1658.0,43.0
1277,69.0,81.0,68.0,30.03,29.73,73.0,5.3,16.0,9.4,0.0,69.0,180.0,17.0,0.0,0.0,0.0,180.0,13.0,452.0,1910.0,92.0
388,16.0,31.0,53.0,30.19,29.82,27.0,8.0,0.0,3.4,34.0,21.0,270.0,28.0,0.0,0.0,0.0,290.0,20.0,643.0,1736.0,40.0
2632,42.0,51.0,72.0,30.03,29.72,47.0,8.2,0.0,-0.6,14.0,46.0,150.0,29.0,0.2,0.0,0.0,160.0,21.0,457.0,1850.0,55.0
1331,47.0,58.0,70.0,30.21,29.86,52.0,5.6,0.0,1.3,7.0,47.0,320.0,25.0,0.0,0.0,0.0,300.0,17.0,550.0,1740.0,68.0
948,49.0,57.0,75.0,30.29,29.96,53.0,5.4,0.0,-8.0,8.0,47.0,310.0,18.0,0.0,0.0,0.0,310.0,14.0,528.0,1816.0,67.0
418,28.0,45.0,52.0,29.98,29.64,38.0,10.6,0.0,7.3,20.0,34.0,40.0,24.0,0.0,0.0,0.0,10.0,18.0,552.0,1812.0,55.0
2494,20.0,29.0,68.0,30.16,29.8,26.0,6.9,0.0,-2.3,36.0,25.0,300.0,22.0,0.01,1.0,0.1,290.0,18.0,714.0,1621.0,33.0
795,25.0,49.0,39.0,30.08,29.75,40.0,5.6,0.0,4.2,16.0,27.0,230.0,20.0,0.0,0.0,0.0,290.0,13.0,524.0,1830.0,70.0
326,43.0,50.0,81.0,29.96,29.63,46.0,7.5,0.0,23.5,15.0,46.0,160.0,27.0,0.4,0.0,0.0,170.0,21.0,723.0,1625.0,53.0
138,63.0,72.0,78.0,29.87,29.56,66.0,8.8,7.0,4.7,0.0,64.0,330.0,20.0,0.41,0.0,0.0,280.0,15.0,416.0,1935.0,79.0
464,40.0,52.0,64.0,29.69,29.35,47.0,16.1,0.0,-3.9,13.0,45.0,280.0,42.0,0.19,0.0,0.0,300.0,32.0,440.0,1904.0,59.0
2659,42.0,60.0,55.0,30.23,29.9,51.0,8.1,0.0,0.0,5.0,51.0,40.0,22.0,0.0,0.0,0.0,40.0,16.0,426.0,1919.0,69.0
2267,23.0,42.0,50.0,30.01,29.67,34.0,17.5,0.0,-9.6,23.0,33.0,280.0,38.0,0.0,0.0,0.0,280.0,30.0,457.0,1850.0,50.0
1351,32.0,45.0,57.0,30.06,29.79,40.0,9.8,0.0,-3.8,20.0,29.0,160.0,24.0,0.0,0.0,0.0,170.0,17.0,613.0,1707.0,60.0
2094,31.0,42.0,63.0,30.37,30.03,38.0,9.3,0.0,-1.5,23.0,27.0,150.0,25.0,0.0,0.0,0.0,170.0,20.0,634.0,1643.0,56.0
1320,67.0,76.0,78.0,29.79,29.49,69.0,5.9,11.0,14.5,0.0,68.0,200.0,16.0,2.26,0.0,0.0,200.0,13.0,538.0,1800.0,84.0
1671,51.0,63.0,67.0,30.05,29.7,56.0,6.6,0.0,-2.3,2.0,52.0,270.0,23.0,0.0,0.0,0.0,270.0,18.0,527.0,1818.0,73.0
428,31.0,45.0,61.0,29.48,29.2,39.0,8.1,0.0,2.9,20.0,37.0,300.0,41.0,0.0,0.0,0.0,300.0,32.0,535.0,1823.0,53.0
1326,43.0,55.0,67.0,30.51,30.17,49.0,7.0,0.0,-3.9,10.0,46.0,170.0,22.0,0.0,0.0,0.0,160.0,16.0,544.0,1749.0,63.0
1237,46.0,64.0,50.0,30.2,29.9,56.0,3.7,0.0,-5.7,1.0,48.0,170.0,18.0,0.0,0.0,0.0,170.0,13.0,418.0,1938.0,80.0
2033,53.0,64.0,70.0,29.91,29.55,58.0,7.8,0.0,-2.3,1.0,54.0,280.0,30.0,0.0,0.0,0.0,300.0,22.0,524.0,1823.0,74.0
859,62.0,80.0,54.0,29.94,29.64,69.0,5.9,15.0,13.9,0.0,64.0,290.0,21.0,0.0,0.0,0.0,280.0,16.0,416.0,1934.0,95.0
2145,45.0,49.0,82.0,29.47,29.18,48.0,12.5,0.0,23.7,16.0,34.0,130.0,42.0,0.88,0.0,1.3,150.0,28.0,724.0,1627.0,63.0
1895,31.0,48.0,50.0,29.74,29.43,41.0,10.6,0.0,-1.4,17.0,28.0,290.0,35.0,0.0,0.0,0.0,280.0,24.0,506.0,1843.0,67.0
1692,47.0,60.0,61.0,30.3,29.96,54.0,8.1,0.0,3.3,5.0,51.0,40.0,24.0,0.0,0.0,0.0,50.0,18.0,550.0,1740.0,69.0
309,30.0,37.0,69.0,30.65,30.33,36.0,6.6,0.0,4.1,28.0,27.0,290.0,20.0,0.0,0.0,0.0,290.0,16.0,710.0,1622.0,47.0
2541,18.0,25.0,70.0,29.98,29.61,24.0,8.1,0.0,2.5,40.0,18.0,310.0,22.0,0.0,3.0,0.1,300.0,20.0,717.0,1659.0,32.0
260,30.0,41.0,63.0,30.1,29.75,37.0,10.5,0.0,-8.5,24.0,32.0,270.0,29.0,0.0,0.0,0.0,280.0,23.0,611.0,1710.0,49.0
779,3.0,25.0,39.0,30.53,30.19,20.0,8.4,0.0,-12.3,40.0,13.0,280.0,26.0,0.0,4.0,0.0,300.0,22.0,554.0,1811.0,37.0
2489,24.0,35.0,68.0,30.08,29.73,31.0,5.6,0.0,1.7,30.0,27.0,160.0,24.0,0.01,0.0,0.0,160.0,18.0,709.0,1622.0,42.0
1378,14.0,25.0,64.0,30.45,30.17,22.0,3.5,0.0,-15.4,40.0,20.0,10.0,14.0,0.33,0.0,3.2,20.0,12.0,647.0,1632.0,29.0
1310,46.0,58.0,61.0,30.2,29.88,53.0,7.3,0.0,-7.3,7.0,52.0,20.0,21.0,0.0,0.0,0.0,10.0,16.0,527.0,1818.0,64.0
1122,29.0,34.0,86.0,29.71,29.35,32.0,14.4,0.0,4.4,31.0,32.0,360.0,31.0,1.08,8.0,11.9,10.0,24.0,630.0,1746.0,35.0
210,54.0,67.0,66.0,30.17,29.84,59.0,2.7,2.0,-1.5,0.0,55.0,20.0,11.0,0.0,0.0,0.0,260.0,9.0,515.0,1837.0,78.0
1476,20.0,34.0,55.0,30.36,29.99,30.0,10.4,0.0,6.4,31.0,28.0,340.0,28.0,0.0,3.0,0.0,320.0,20.0,643.0,1736.0,39.0
2319,43.0,60.0,54.0,29.96,29.64,52.0,6.8,0.0,-7.5,5.0,46.0,300.0,23.0,0.0,0.0,0.0,310.0,18.0,416.0,1936.0,73.0
271,42.0,47.0,86.0,30.12,29.9,44.0,3.5,0.0,1.1,18.0,37.0,170.0,27.0,1.2,0.0,0.0,160.0,16.0,624.0,1654.0,56.0
1153,20.0,38.0,54.0,30.13,29.8,31.0,4.4,0.0,-3.7,27.0,28.0,280.0,17.0,0.09,1.0,0.9,280.0,13.0,536.0,1822.0,47.0
234,47.0,57.0,70.0,30.25,29.93,52.0,3.8,0.0,-3.2,8.0,47.0,20.0,13.0,0.0,0.0,0.0,330.0,10.0,541.0,1755.0,67.0
932,53.0,66.0,66.0,29.95,29.62,59.0,6.6,1.0,-3.3,0.0,56.0,320.0,21.0,0.0,0.0,0.0,300.0,17.0,511.0,1843.0,75.0
1706,41.0,52.0,66.0,30.06,29.75,47.0,3.8,0.0,1.1,13.0,42.0,290.0,15.0,0.0,0.0,0.0,300.0,10.0,606.0,1716.0,62.0
2196,12.0,22.0,74.0,30.28,29.94,18.0,2.9,0.0,-3.7,43.0,15.0,270.0,20.0,0.0,6.0,0.0,280.0,15.0,654.0,1725.0,28.0
1031,31.0,38.0,68.0,30.18,29.83,37.0,7.9,0.0,3.5,27.0,31.0,290.0,24.0,0.02,0.0,0.0,320.0,20.0,706.0,1623.0,45.0
1056,1.0,15.0,49.0,30.33,29.99,14.0,11.2,0.0,-10.3,50.0,8.0,270.0,36.0,0.0,5.0,0.0,270.0,29.0,724.0,1627.0,22.0
1558,41.0,59.0,53.0,29.84,29.52,50.0,7.6,0.0,1.0,6.0,48.0,300.0,25.0,0.0,0.0,0.0,300.0,20.0,432.0,1912.0,69.0
590,51.0,63.0,67.0,30.21,29.9,56.0,1.5,0.0,-0.5,2.0,49.0,290.0,14.0,0.0,0.0,0.0,270.0,12.0,532.0,1809.0,77.0
33,11.0,19.0,65.0,30.19,29.93,18.0,11.3,0.0,-10.9,46.0,7.0,170.0,35.0,0.1,12.0,0.4,180.0,24.0,628.0,1747.0,30.0
2628,34.0,51.0,51.0,30.37,30.03,44.0,10.2,0.0,0.9,14.0,42.0,290.0,33.0,0.0,0.0,0.0,300.0,25.0,503.0,1845.0,60.0
918,59.0,73.0,63.0,30.19,29.88,65.0,3.3,8.0,1.8,0.0,60.0,170.0,15.0,0.0,0.0,0.0,180.0,12.0,456.0,1905.0,85.0
1919,24.0,44.0,41.0,30.25,29.91,38.0,12.3,0.0,-13.4,21.0,29.0,270.0,31.0,0.0,0.0,0.0,270.0,24.0,434.0,1910.0,59.0
2325,45.0,58.0,65.0,30.16,29.8,52.0,6.3,0.0,-11.1,7.0,46.0,270.0,24.0,0.0,0.0,0.0,280.0,16.0,417.0,1937.0,70.0
2155,30.0,31.0,96.0,30.0,29.67,30.0,2.9,0.0,7.9,34.0,28.0,330.0,10.0,0.04,3.0,0.4,330.0,8.0,726.0,1635.0,34.0
1948,64.0,75.0,67.0,29.93,29.59,68.0,11.5,10.0,8.9,0.0,61.0,150.0,28.0,0.44,0.0,0.0,270.0,22.0,416.0,1934.0,88.0
1207,57.0,75.0,57.0,29.8,29.47,64.0,7.4,10.0,14.1,0.0,60.0,310.0,19.0,0.0,0.0,0.0,300.0,15.0,423.0,1922.0,89.0
2032,60.0,68.0,78.0,29.79,29.48,63.0,4.2,3.0,1.4,0.0,59.0,280.0,17.0,0.0,0.0,0.0,280.0,12.0,523.0,1825.0,77.0
1482,7.0,19.0,63.0,30.23,29.86,14.0,3.1,0.0,-10.3,46.0,10.0,330.0,15.0,0.08,6.0,1.7,340.0,13.0,633.0,1743.0,28.0
766,11.0,26.0,47.0,29.91,29.59,24.0,15.0,0.0,-6.2,39.0,15.0,290.0,43.0,0.0,0.0,0.0,290.0,32.0,616.0,1756.0,37.0
701,31.0,34.0,89.0,29.93,29.68,33.0,3.2,0.0,10.7,31.0,31.0,340.0,11.0,0.48,1.0,0.0,350.0,8.0,726.0,1634.0,37.0
1870,28.0,38.0,68.0,30.12,29.81,35.0,2.3,0.0,-0.6,27.0,28.0,320.0,15.0,0.0,1.0,0.0,140.0,8.0,548.0,1814.0,47.0
585,64.0,75.0,71.0,30.01,29.72,67.0,3.5,10.0,9.7,0.0,63.0,140.0,13.0,0.0,0.0,0.0,70.0,9.0,527.0,1818.0,86.0
1384,18.0,29.0,60.0,30.03,29.67,26.0,11.5,0.0,-9.3,36.0,17.0,260.0,51.0,0.01,1.0,0.3,290.0,32.0,654.0,1628.0,40.0
1526,35.0,52.0,57.0,29.83,29.58,44.0,5.0,0.0,5.1,13.0,45.0,30.0,16.0,0.36,0.0,0.0,320.0,14.0,516.0,1836.0,59.0
1512,33.0,48.0,61.0,29.74,29.4,41.0,17.9,0.0,7.2,17.0,35.0,270.0,41.0,0.12,0.0,0.0,290.0,32.0,540.0,1820.0,60.0
280,55.0,65.0,72.0,29.88,29.58,60.0,10.6,0.0,21.8,0.0,56.0,160.0,36.0,0.0,0.0,0.0,270.0,28.0,635.0,1642.0,73.0
1155,33.0,41.0,72.0,29.56,29.24,39.0,17.1,0.0,-1.6,24.0,30.0,290.0,50.0,0.14,0.0,0.1,280.0,36.0,533.0,1825.0,52.0
2014,59.0,66.0,80.0,30.01,29.71,62.0,3.3,1.0,-4.4,0.0,57.0,130.0,18.0,0.0,0.0,0.0,100.0,12.0,503.0,1854.0,75.0
552,63.0,76.0,65.0,29.91,29.62,68.0,9.8,11.0,4.4,0.0,66.0,170.0,26.0,0.0,0.0,0.0,170.0,18.0,452.0,1910.0,86.0
1419,17.0,27.0,62.0,30.43,30.1,25.0,2.9,0.0,1.7,38.0,19.0,190.0,10.0,0.0,0.0,0.0,170.0,8.0,724.0,1627.0,35.0
1533,49.0,62.0,64.0,29.99,29.65,54.0,8.5,0.0,12.2,3.0,52.0,170.0,24.0,0.0,0.0,0.0,190.0,17.0,505.0,1844.0,72.0
1906,42.0,53.0,70.0,30.0,29.73,48.0,11.8,0.0,-0.3,12.0,47.0,150.0,33.0,0.43,0.0,0.0,150.0,22.0,450.0,1855.0,59.0
1473,3.0,14.0,57.0,30.56,30.19,13.0,8.2,0.0,-12.8,51.0,4.0,270.0,27.0,0.0,4.0,0.0,290.0,20.0,647.0,1732.0,24.0
790,40.0,47.0,81.0,29.67,29.36,43.0,7.3,0.0,4.4,18.0,42.0,160.0,24.0,0.95,0.0,0.0,160.0,18.0,533.0,1825.0,51.0
634,28.0,33.0,85.0,30.33,30.04,31.0,2.6,0.0,-12.9,32.0,30.0,160.0,16.0,0.79,0.0,1.7,170.0,12.0,624.0,1654.0,36.0
330,32.0,42.0,66.0,30.45,30.12,38.0,3.2,0.0,16.7,23.0,34.0,310.0,15.0,0.02,0.0,0.0,310.0,12.0,724.0,1627.0,49.0
2646,30.0,58.0,34.0,30.39,30.06,46.0,4.8,0.0,1.8,7.0,39.0,350.0,23.0,0.0,0.0,0.0,20.0,16.0,438.0,1905.0,77.0
997,43.0,52.0,65.0,29.94,29.64,49.0,10.0,0.0,6.1,13.0,37.0,170.0,36.0,0.0,0.0,0.0,190.0,25.0,624.0,1653.0,67.0
653,37.0,40.0,84.0,29.9,29.6,39.0,4.5,0.0,0.0,25.0,34.0,360.0,21.0,1.55,0.0,0.0,360.0,15.0,648.0,1632.0,46.0
554,59.0,73.0,60.0,29.86,29.53,65.0,8.8,8.0,1.6,0.0,62.0,290.0,25.0,0.0,0.0,0.0,280.0,20.0,454.0,1907.0,84.0
372,17.0,31.0,54.0,30.27,29.95,27.0,7.4,0.0,6.9,34.0,19.0,160.0,23.0,0.0,0.0,0.0,170.0,17.0,704.0,1715.0,42.0
1934,64.0,76.0,69.0,30.09,29.77,68.0,12.6,11.0,14.2,0.0,68.0,170.0,31.0,0.0,0.0,0.0,160.0,22.0,421.0,1924.0,83.0
416,18.0,39.0,49.0,29.84,29.52,31.0,12.3,0.0,2.1,26.0,32.0,280.0,42.0,0.0,0.0,0.2,280.0,35.0,556.0,1810.0,46.0
1991,65.0,74.0,78.0,30.08,29.76,68.0,3.3,9.0,1.9,0.0,65.0,360.0,15.0,0.0,0.0,0.0,350.0,13.0,439.0,1923.0,82.0
1506,10.0,37.0,34.0,30.11,29.78,29.0,9.5,0.0,-1.2,28.0,28.0,280.0,24.0,0.0,0.0,0.0,290.0,18.0,550.0,1813.0,46.0
1080,14.0,21.0,70.0,29.98,29.66,20.0,3.6,0.0,-1.1,44.0,12.0,170.0,20.0,0.0,4.0,0.0,170.0,15.0,721.0,1652.0,30.0
251,43.0,56.0,66.0,30.12,29.8,49.0,3.4,0.0,3.1,9.0,47.0,20.0,13.0,0.0,0.0,0.0,10.0,9.0,600.0,1725.0,65.0
1545,49.0,56.0,81.0,30.03,29.73,52.0,10.3,0.0,2.0,9.0,49.0,180.0,28.0,0.21,0.0,0.0,180.0,22.0,447.0,1858.0,62.0
555,56.0,72.0,58.0,30.06,29.72,62.0,4.6,7.0,0.7,0.0,59.0,340.0,17.0,0.0,0.0,0.0,270.0,12.0,455.0,1906.0,84.0
2264,25.0,44.0,49.0,29.89,29.56,36.0,13.7,0.0,-6.5,21.0,32.0,280.0,41.0,0.0,0.0,0.0,290.0,31.0,502.0,1846.0,56.0
58,19.0,27.0,70.0,29.96,29.6,25.0,10.9,0.0,-12.5,38.0,22.0,310.0,26.0,0.06,1.0,1.9,310.0,21.0,545.0,1817.0,32.0
75,31.0,57.0,42.0,30.14,29.82,45.0,11.5,0.0,10.1,8.0,48.0,270.0,29.0,0.0,0.0,0.0,310.0,22.0,516.0,1836.0,66.0
2179,9.0,17.0,68.0,30.14,29.8,16.0,14.0,0.0,-5.7,48.0,9.0,280.0,36.0,0.0,4.0,0.0,300.0,29.0,714.0,1703.0,24.0
2386,68.0,70.0,95.0,29.81,29.5,68.0,4.3,5.0,0.5,0.0,64.0,40.0,17.0,0.28,0.0,0.0,40.0,13.0,510.0,1845.0,75.0
1668,51.0,62.0,69.0,30.09,29.78,56.0,2.9,0.0,-4.3,3.0,52.0,360.0,13.0,0.0,0.0,0.0,320.0,8.0,524.0,1823.0,72.0
2596,27.0,46.0,52.0,30.02,29.68,38.0,15.0,0.0,9.5,19.0,36.0,270.0,45.0,0.0,0.0,0.0,260.0,35.0,557.0,1808.0,55.0
1063,-1.0,8.0,58.0,30.3,29.96,8.0,5.9,0.0,-15.4,57.0,-4.0,310.0,22.0,0.0,3.0,0.0,310.0,17.0,726.0,1633.0,20.0
393,14.0,28.0,53.0,29.99,29.68,25.0,7.5,0.0,-1.0,37.0,17.0,190.0,22.0,0.0,0.0,0.0,180.0,17.0,635.0,1742.0,39.0
476,42.0,59.0,54.0,30.2,29.88,51.0,2.5,0.0,-0.4,6.0,42.0,10.0,15.0,0.0,0.0,0.0,310.0,12.0,427.0,1917.0,75.0
101,63.0,75.0,70.0,30.1,29.8,67.0,7.3,10.0,18.8,0.0,64.0,290.0,31.0,0.0,0.0,0.0,280.0,25.0,438.0,1905.0,85.0
1069,10.0,22.0,59.0,30.05,29.73,19.0,13.6,0.0,-0.5,43.0,16.0,160.0,29.0,0.01,5.0,0.2,170.0,23.0,726.0,1639.0,27.0
2611,30.0,45.0,54.0,30.01,29.69,40.0,4.2,0.0,2.0,20.0,29.0,190.0,20.0,0.0,0.0,0.0,160.0,14.0,531.0,1826.0,61.0
114,27.0,52.0,41.0,30.33,30.0,41.0,8.9,0.0,-8.0,13.0,38.0,300.0,28.0,0.0,0.0,0.0,280.0,21.0,426.0,1919.0,65.0
516,59.0,71.0,66.0,29.89,29.57,64.0,7.5,6.0,0.5,0.0,60.0,280.0,24.0,0.04,0.0,0.0,290.0,20.0,420.0,1937.0,81.0
756,19.0,41.0,45.0,30.28,29.93,32.0,10.1,0.0,12.0,24.0,26.0,220.0,31.0,0.0,0.0,0.0,260.0,23.0,635.0,1742.0,55.0
329,30.0,47.0,56.0,30.2,29.85,40.0,3.4,0.0,21.4,18.0,35.0,320.0,16.0,0.0,0.0,0.0,300.0,13.0,724.0,1627.0,59.0
1969,64.0,78.0,71.0,29.81,29.51,68.0,3.9,13.0,7.0,0.0,63.0,360.0,42.0,0.41,0.0,0.0,350.0,32.0,422.0,1937.0,93.0
1980,62.0,78.0,59.0,29.79,29.47,68.0,6.9,13.0,6.0,0.0,68.0,310.0,21.0,0.0,0.0,0.0,320.0,17.0,429.0,1932.0,88.0
503,52.0,72.0,51.0,29.78,29.47,61.0,5.3,7.0,4.5,0.0,58.0,20.0,25.0,0.0,0.0,0.0,20.0,17.0,416.0,1936.0,85.0
1556,39.0,44.0,83.0,29.85,29.53,42.0,3.2,0.0,-13.4,21.0,40.0,320.0,9.0,0.17,0.0,0.0,320.0,7.0,434.0,1910.0,48.0
1725,30.0,56.0,51.0,29.98,29.6,40.0,17.1,0.0,11.3,9.0,42.0,280.0,51.0,0.3,0.0,0.0,280.0,38.0,629.0,1648.0,70.0
1290,58.0,73.0,61.0,30.03,29.7,64.0,5.4,8.0,2.9,0.0,66.0,20.0,17.0,0.0,0.0,0.0,60.0,12.0,506.0,1851.0,80.0
403,33.0,46.0,60.0,30.12,29.8,41.0,2.3,0.0,14.1,19.0,32.0,180.0,17.0,0.0,0.0,0.0,180.0,12.0,618.0,1754.0,60.0
1427,25.0,38.0,68.0,29.94,29.61,32.0,9.7,0.0,14.7,27.0,32.0,280.0,34.0,0.0,0.0,0.1,290.0,24.0,726.0,1634.0,43.0
438,32.0,44.0,62.0,30.09,29.73,40.0,12.8,0.0,-2.5,21.0,36.0,280.0,33.0,0.07,0.0,0.0,290.0,26.0,518.0,1835.0,51.0
320,31.0,41.0,67.0,30.09,29.75,37.0,6.0,0.0,12.4,24.0,35.0,170.0,28.0,0.0,0.0,0.0,160.0,20.0,719.0,1622.0,46.0
399,10.0,28.0,51.0,30.18,29.85,22.0,7.0,0.0,-2.5,37.0,18.0,10.0,23.0,0.0,0.0,0.0,10.0,17.0,625.0,1749.0,38.0
423,37.0,46.0,76.0,29.65,29.39,41.0,13.2,0.0,6.1,19.0,41.0,280.0,42.0,0.36,0.0,0.0,280.0,33.0,543.0,1818.0,50.0
890,63.0,71.0,84.0,29.99,29.67,64.0,5.4,6.0,-1.0,0.0,63.0,360.0,26.0,0.13,0.0,0.0,10.0,17.0,429.0,1933.0,78.0
1802,-2.0,17.0,46.0,30.65,30.26,11.0,13.6,0.0,-5.1,48.0,10.0,290.0,35.0,0.0,0.0,0.0,300.0,26.0,722.0,1649.0,24.0
1963,55.0,74.0,54.0,29.92,29.61,62.0,4.2,9.0,4.1,0.0,63.0,290.0,21.0,0.0,0.0,0.0,220.0,16.0,419.0,1938.0,85.0
2656,55.0,63.0,71.0,29.89,29.57,59.0,10.9,0.0,3.9,2.0,46.0,160.0,36.0,0.0,0.0,0.0,150.0,26.0,428.0,1916.0,79.0
383,24.0,33.0,67.0,30.0,29.62,30.0,10.1,0.0,6.7,32.0,28.0,290.0,31.0,0.0,0.0,0.0,290.0,23.0,650.0,1729.0,37.0
453,27.0,46.0,50.0,29.92,29.59,39.0,8.8,0.0,-6.3,19.0,34.0,270.0,27.0,0.0,0.0,0.0,320.0,18.0,454.0,1852.0,58.0
2522,22.0,31.0,69.0,29.86,29.5,27.0,6.6,0.0,8.2,34.0,26.0,290.0,29.0,0.01,0.0,0.3,290.0,21.0,726.0,1637.0,36.0
2338,68.0,77.0,88.0,29.89,29.57,70.0,6.9,12.0,5.6,0.0,66.0,250.0,46.0,0.25,0.0,0.0,250.0,32.0,424.0,1936.0,87.0
413,28.0,42.0,60.0,29.81,29.47,36.0,13.2,0.0,6.4,23.0,32.0,280.0,39.0,0.03,0.0,0.0,290.0,29.0,601.0,1806.0,51.0
1821,19.0,35.0,51.0,30.03,29.7,30.0,8.2,0.0,11.1,30.0,29.0,290.0,24.0,0.0,0.0,0.0,290.0,20.0,706.0,1714.0,41.0
281,38.0,52.0,61.0,30.02,29.67,45.0,9.6,0.0,9.1,13.0,44.0,290.0,26.0,0.0,0.0,0.0,300.0,18.0,637.0,1641.0,60.0
358,8.0,20.0,57.0,29.98,29.68,18.0,10.8,0.0,-2.3,45.0,14.0,30.0,28.0,0.0,0.0,0.0,20.0,21.0,718.0,1657.0,26.0
1288,69.0,78.0,81.0,29.98,29.68,71.0,5.5,13.0,7.6,0.0,69.0,170.0,26.0,0.45,0.0,0.0,170.0,18.0,503.0,1854.0,86.0
541,67.0,78.0,75.0,29.87,29.57,70.0,4.1,13.0,5.9,0.0,67.0,160.0,16.0,0.02,0.0,0.0,160.0,12.0,440.0,1923.0,89.0
2472,32.0,39.0,72.0,30.2,29.88,37.0,8.3,0.0,-0.7,26.0,27.0,160.0,31.0,0.0,0.0,0.0,160.0,22.0,649.0,1631.0,51.0
362,20.0,32.0,55.0,30.03,29.68,30.0,11.4,0.0,9.4,33.0,20.0,300.0,44.0,0.0,0.0,0.0,290.0,30.0,715.0,1702.0,44.0
1626,57.0,72.0,65.0,30.12,29.79,63.0,2.9,7.0,-0.1,0.0,59.0,350.0,25.0,0.0,0.0,0.0,340.0,20.0,439.0,1923.0,85.0
479,45.0,66.0,50.0,29.9,29.59,55.0,6.8,1.0,5.7,0.0,51.0,30.0,26.0,0.0,0.0,0.0,40.0,21.0,425.0,1920.0,81.0
253,37.0,51.0,64.0,30.09,29.76,44.0,4.5,0.0,-1.1,14.0,41.0,300.0,19.0,0.0,0.0,0.0,310.0,13.0,602.0,1722.0,61.0
156,58.0,64.0,84.0,29.98,29.65,60.0,1.9,0.0,-7.1,1.0,58.0,130.0,14.0,0.3,0.0,0.0,160.0,8.0,422.0,1937.0,70.0
2630,31.0,59.0,38.0,30.2,29.88,45.0,7.8,0.0,8.1,6.0,45.0,160.0,25.0,0.0,0.0,0.0,150.0,17.0,500.0,1847.0,72.0
2502,26.0,46.0,46.0,30.04,29.66,38.0,13.1,0.0,17.8,19.0,34.0,270.0,38.0,0.0,0.0,0.0,270.0,26.0,720.0,1623.0,58.0
1964,60.0,67.0,78.0,29.77,29.48,63.0,3.5,2.0,-3.1,0.0,61.0,140.0,14.0,0.21,0.0,0.0,110.0,10.0,419.0,1937.0,72.0
651,30.0,45.0,64.0,30.04,29.72,37.0,4.2,0.0,4.3,20.0,31.0,290.0,22.0,0.0,0.0,0.0,290.0,18.0,645.0,1633.0,58.0
2609,30.0,38.0,75.0,29.84,29.52,35.0,4.6,0.0,-4.1,27.0,31.0,280.0,15.0,0.11,0.0,0.0,290.0,13.0,534.0,1823.0,45.0
1423,20.0,28.0,70.0,30.22,29.88,26.0,4.6,0.0,3.7,37.0,23.0,170.0,15.0,0.01,0.0,0.1,320.0,12.0,725.0,1630.0,33.0
1342,65.0,75.0,76.0,30.0,29.72,68.0,8.9,10.0,22.9,0.0,67.0,170.0,22.0,0.0,0.0,0.0,170.0,16.0,602.0,1721.0,83.0
1105,6.0,23.0,49.0,30.74,30.42,19.0,4.8,0.0,-2.4,42.0,15.0,180.0,23.0,0.0,3.0,0.0,160.0,16.0,656.0,1724.0,30.0
675,26.0,35.0,75.0,29.91,29.61,31.0,6.6,0.0,3.7,30.0,30.0,290.0,29.0,0.0,0.0,0.0,280.0,21.0,714.0,1621.0,40.0
913,61.0,71.0,73.0,29.86,29.54,65.0,9.5,6.0,-0.6,0.0,62.0,280.0,35.0,0.74,0.0,0.0,290.0,26.0,451.0,1911.0,80.0
1431,3.0,22.0,47.0,30.44,30.11,16.0,8.6,0.0,-0.7,43.0,14.0,160.0,26.0,0.0,0.0,0.0,320.0,20.0,726.0,1638.0,29.0
2143,19.0,28.0,65.0,30.31,29.96,26.0,8.4,0.0,2.1,37.0,19.0,270.0,38.0,0.0,11.0,0.0,280.0,31.0,724.0,1626.0,36.0
1064,1.0,15.0,52.0,30.21,29.88,13.0,6.8,0.0,-8.3,50.0,7.0,190.0,16.0,0.0,3.0,0.0,190.0,13.0,726.0,1634.0,22.0
488,54.0,71.0,55.0,30.09,29.77,61.0,5.5,6.0,7.9,0.0,57.0,160.0,23.0,0.0,0.0,0.0,160.0,16.0,419.0,1927.0,85.0
504,47.0,69.0,47.0,29.96,29.62,57.0,4.8,4.0,1.2,0.0,56.0,60.0,20.0,0.0,0.0,0.0,60.0,16.0,417.0,1936.0,81.0
1040,20.0,27.0,71.0,29.83,29.48,26.0,5.7,0.0,-3.9,38.0,18.0,270.0,27.0,0.0,3.0,0.0,270.0,22.0,715.0,1621.0,36.0
40,25.0,35.0,64.0,30.17,29.87,32.0,6.9,0.0,2.8,30.0,20.0,160.0,26.0,0.03,8.0,0.0,180.0,20.0,616.0,1756.0,49.0
1302,58.0,66.0,73.0,30.29,29.96,61.0,4.1,1.0,-1.7,0.0,58.0,150.0,12.0,0.0,0.0,0.0,160.0,9.0,519.0,1832.0,74.0
1618,63.0,76.0,63.0,30.0,29.69,68.0,5.5,11.0,3.9,0.0,60.0,200.0,23.0,0.02,0.0,0.0,190.0,18.0,431.0,1931.0,92.0
